year,topic_0_words
1953,"[('sum', 0.0070413747), ('punjab', 0.0064388835), ('east', 0.0063378448), ('patiala', 0.006228507), ('consolidated', 0.0060699065)]"
1953,"[('expenditure', 0.002780354), ('current', 0.0024600124), ('provision', 0.0021432445), ('revenue', 0.0021372694), ('duties', 0.0019611993), ('service', 0.0018242813), ('prices', 0.0018114423)]"
1953,"[('irrigation', 0.0038217762), ('planning', 0.0019749464)]"
1953,"[('convention', 0.0037784784), ('position', 0.0034180153), ('parliament', 0.0033409107), ('countries', 0.0031501788), ('commerce', 0.0028874245), ('international', 0.0026815105), ('ships', 0.0026149263)]"
1953,"[('post', 0.0060110805), ('posts', 0.0038693876), ('offices', 0.0035342763), ('telegraphs', 0.0029407504), ('employees', 0.0025344598)]"
1953,"[('chair', 0.0045438358), ('parliament', 0.002935895), ('officers', 0.0027799616), ('salaries', 0.0021758492), ('deshmukh', 0.0020391035), ('allowances', 0.0018994483), ('salary', 0.0018224668)]"
1953,"[('service', 0.0070131975), ('auditorgeneral', 0.0041038855), ('comptroller', 0.00316279), ('constitution', 0.0029683802), ('pension', 0.002631884), ('guha', 0.0025304763)]"
1953,"[('hyderabad', 0.0050083376), ('currency', 0.0034001004), ('tripura', 0.00254475), ('deshmukh', 0.0021973636)]"
1953,"[('parliament', 0.008905482), ('powers', 0.0073550045), ('legislation', 0.0045910412), ('pepsu', 0.004306427), ('delegation', 0.004080003), ('punjab', 0.0038386937), ('legislature', 0.003809192)]"
1953,"[('officers', 0.0028115483), ('katju', 0.0021335557), ('hyderabad', 0.0017795855), ('sum', 0.0017320772), ('services', 0.0016261393)]"
1953,"[('sugar', 0.0059693786), ('prices', 0.0035248552), ('sugarcane', 0.0034429068), ('duty', 0.0030976192), ('community', 0.0026256165), ('purpose', 0.0024745145), ('cane', 0.0023971205), ('charitable', 0.002361642)]"
1953,"[('property', 0.0046141273), ('estate', 0.0045016073), ('duty', 0.004009046), ('death', 0.0030515047), ('appeal', 0.0027630788), ('tribunal', 0.0027289998)]"
1953,"[('narayan', 0.004864769), ('pandit', 0.0043681674), ('nath', 0.004173222), ('chandra', 0.0041295364), ('prasad', 0.003556986), ('ram', 0.003540315), ('reserved', 0.0029522993), ('sardar', 0.0021992691), ('disttnorth', 0.0020213705), ('disttwest', 0.0019479003)]"
1953,"[('duty', 0.008852987), ('estate', 0.005339136), ('property', 0.004605097), ('tribunal', 0.0027951326), ('tax', 0.002518616)]"
1953,"[('election', 0.006617642), ('elections', 0.001992349), ('commerce', 0.0019215747), ('nomination', 0.0016707233), ('date', 0.0016352762), ('transport', 0.001438614)]"
1953,"[('duty', 0.0067695305), ('property', 0.0065182582), ('estate', 0.004550235), ('problem', 0.0043653795), ('unemployment', 0.0041948818), ('employment', 0.004140893), ('death', 0.0039798957), ('resolution', 0.0038508957)]"
1953,"[('silk', 0.013720755), ('raw', 0.002511421), ('das', 0.0023742847), ('representation', 0.001970169), ('research', 0.0017215802)]"
1953,"[('duty', 0.00776317), ('property', 0.0056250873), ('estate', 0.0044282987), ('gifts', 0.0041130446), ('possession', 0.004047741)]"
1953,"[('statistics', 0.007401752), ('commerce', 0.0027877348), ('company', 0.0024651035), ('firms', 0.0024501972), ('powers', 0.0021955548), ('collection', 0.001942811), ('offence', 0.0019361067)]"
1953,"[('military', 0.008017065), ('training', 0.007944091), ('calcutta', 0.0043912358), ('resolution', 0.002190398), ('students', 0.0020387687), ('situation', 0.0018833852), ('compulsory', 0.0018223234)]"
1953,"[('duty', 0.016132552), ('estate', 0.01166699), ('death', 0.009058158), ('property', 0.00795001), ('widow', 0.003780244)]"
1953,"[('property', 0.022308923), ('duty', 0.017765457), ('estate', 0.011141375), ('agricultural', 0.009390223)]"
1953,"[('duty', 0.01155733), ('property', 0.011175922), ('estate', 0.009081562), ('tax', 0.0059380163), ('value', 0.004697888)]"
1953,"[('duty', 0.0078467075), ('estate', 0.0057800584), ('property', 0.0047740685), ('tax', 0.0026151272), ('family', 0.0024079417), ('death', 0.0022657418)]"
1953,"[('duty', 0.017639749), ('property', 0.0088174585), ('estate', 0.008191794), ('value', 0.0043133097), ('controller', 0.004123409)]"
1953,"[('estate', 0.008028475), ('property', 0.0067920024), ('duty', 0.00605999), ('death', 0.0043252814), ('family', 0.0035576755), ('commerce', 0.0033791594), ('father', 0.0023919302)]"
1953,"[('duty', 0.00863658), ('estate', 0.0073332824)]"
1953,"[('duty', 0.009898739), ('estate', 0.0065733087), ('property', 0.0033102108), ('transport', 0.0027301405), ('death', 0.002295506), ('legislation', 0.0022651125), ('provisions', 0.0022221818)]"
1953,"[('andhra', 0.011743946), ('madras', 0.007314986), ('bellary', 0.002870407), ('justice', 0.0028000996), ('mysore', 0.0023249767), ('katju', 0.0022636596)]"
1953,"[('andhra', 0.004206645), ('commerce', 0.003705758), ('children', 0.003655904), ('orphanages', 0.0026376785), ('bills', 0.0024365387), ('madras', 0.0022260395)]"
1953,"[('duty', 0.0082810065), ('estate', 0.0072250576), ('property', 0.0038984965), ('rules', 0.003164461), ('shares', 0.0029661537), ('next', 0.0028480797)]"
1953,"[('sugar', 0.007944047), ('supplementary', 0.003629108), ('publicity', 0.0024947496), ('grant', 0.0024682381), ('sum', 0.002394018)]"
1953,"[('resolution', 0.0031864583), ('proclamation', 0.0031058353), ('katju', 0.0029143407), ('pepsu', 0.0028842608), ('fish', 0.002354072), ('fishing', 0.00217251)]"
1953,"[('andhra', 0.0069494974), ('madras', 0.003518626), ('capital', 0.0027824077), ('transport', 0.0023218063), ('assets', 0.0021674868), ('rayalaseema', 0.0020202266), ('linguistic', 0.0019820512), ('labour', 0.0017147954)]"
1953,"[('kashmir', 0.003848734), ('international', 0.0034936962), ('countries', 0.003352913), ('world', 0.0031492214), ('nations', 0.0028640379), ('situation', 0.002843504), ('pakistan', 0.0025539098), ('united', 0.002146347), ('conference', 0.0021293496)]"
1953,"[('andhra', 0.015713211), ('madras', 0.0045579677), ('linguistic', 0.003205833), ('mysore', 0.0029259825), ('andhras', 0.002716177)]"
1953,"[('mookerjee', 0.005730826), ('death', 0.0045485143), ('kashmir', 0.0028099495), ('syama', 0.0026636987), ('abdullah', 0.0022228977), ('detention', 0.0019762656), ('enquiry', 0.0018126803), ('medical', 0.0017847011)]"
1953,"[('andhra', 0.013540949), ('linguistic', 0.0052052247), ('hyderabad', 0.004225185), ('capital', 0.0031324446), ('idea', 0.00280148), ('madras', 0.0027466721), ('commerce', 0.0025984023), ('mysore', 0.0024970013)]"
1953,"[('madras', 0.0066885273), ('andhra', 0.006309925), ('boundary', 0.0057215625), ('bellary', 0.004858452), ('mysore', 0.004118636), ('plebiscite', 0.0023586906)]"
1953,"[('military', 0.0071717156), ('andhra', 0.006654238), ('training', 0.0062294183), ('resolution', 0.005992699), ('madras', 0.0049758023), ('legislature', 0.0032361185), ('appointed', 0.0031914334)]"
1953,"[('andhra', 0.0068046288), ('rayalaseema', 0.0035313116), ('mysore', 0.0034401817), ('agreement', 0.0023123357), ('reddy', 0.0020103597), ('irrigation', 0.0016754193)]"
1953,"[('andhra', 0.007296308), ('madras', 0.004682242), ('principles', 0.0035291295), ('assets', 0.0032560502), ('schedule', 0.002928235), ('liabilities', 0.002687978)]"
1953,"[('andhra', 0.018793596), ('madras', 0.008861633), ('capital', 0.00415612), ('place', 0.0026866356), ('buildings', 0.0026661998)]"
1953,"[('andhra', 0.00412459), ('executor', 0.0038527132), ('estate', 0.0026858638), ('communal', 0.0025903466), ('duty', 0.0022177252), ('purpose', 0.002096304), ('commerce', 0.0020242755)]"
1953,"[('jury', 0.009190061), ('trial', 0.004462138), ('criminal', 0.0037543897), ('purpose', 0.0032722575), ('assessors', 0.0030349807), ('judges', 0.0028891827), ('religious', 0.0028863533)]"
1953,"[('banks', 0.0073372754), ('banking', 0.0059879594), ('liquidation', 0.004338446), ('companies', 0.004070129), ('reserve', 0.0034480412), ('liquidators', 0.0033953646), ('das', 0.0029444264)]"
1953,"[('banking', 0.007955507), ('liquidator', 0.0063251792), ('company', 0.0054233195), ('companies', 0.0047645555), ('reserve', 0.0045360276)]"
1953,"[('importance', 0.0056120665), ('monuments', 0.004441165), ('ancient', 0.0036465998), ('amendments', 0.003107176), ('directors', 0.0029822618), ('remains', 0.0028686372)]"
1953,"[('problem', 0.0033165556), ('possession', 0.0031732575), ('wires', 0.002284768), ('wire', 0.0022602896), ('telegraph', 0.0019723373), ('unemployment', 0.0019108894), ('private', 0.0018772986), ('employment', 0.0018348129)]"
1953,"[('reserve', 0.008697137), ('imperial', 0.0038174356), ('agricultural', 0.0036652551), ('credit', 0.0035157287), ('provisions', 0.003351368), ('loans', 0.0032910195), ('banks', 0.0032675066), ('loan', 0.002284477), ('cooperative', 0.0021970707)]"
1953,"[('trivandrum', 0.0042913347), ('justice', 0.003297604), ('judges', 0.002986944), ('travancore', 0.002876871), ('travancorecochin', 0.0024710633), ('transport', 0.0023255935), ('miles', 0.0022683858)]"
1953,"[('cantonment', 0.007291278), ('military', 0.006455079), ('jurisdiction', 0.0047743213), ('cantonments', 0.0042737788), ('population', 0.0034257784)]"
1953,"[('cantonment', 0.005990218), ('control', 0.0029705407), ('corporations', 0.0026254852), ('local', 0.002542199), ('military', 0.0025356167), ('cantonments', 0.0023666525)]"
1953,"[('control', 0.0029195794), ('cattle', 0.0028174638), ('constitution', 0.0025627518), ('private', 0.002213079), ('transport', 0.0021623774), ('slaughter', 0.0020733408), ('nayar', 0.002019098), ('parliament', 0.001960188)]"
1953,"[('protection', 0.007131278), ('industries', 0.0065503446), ('tariff', 0.005170047), ('rules', 0.0036486199), ('council', 0.0033791016), ('joint', 0.0032587925), ('duty', 0.0028389632)]"
1953,"[('wages', 0.010273496), ('labour', 0.008831393), ('wage', 0.0056503178), ('commerce', 0.0048738793), ('labourers', 0.0033860938), ('legislation', 0.0029461312)]"
1953,"[('administration', 0.008688411), ('loans', 0.0033845452), ('loan', 0.0033221361), ('rehabilitation', 0.003061756), ('castes', 0.002390168), ('applications', 0.0021562863), ('nayar', 0.0017763792)]"
1953,"[('joint', 0.0057396363), ('rules', 0.0039319405), ('council', 0.0027344462), ('alagesan', 0.0026994545)]"
1953,"[('customs', 0.004963316), ('export', 0.004700011), ('cotton', 0.0046715583), ('trade', 0.004108966), ('import', 0.0033663663), ('raw', 0.0033056296), ('materials', 0.0031896723), ('manufactured', 0.0025379893)]"
1953,"[('scheduled', 0.0068608047), ('castes', 0.005369424), ('hindu', 0.0037467738), ('considered', 0.0028359296), ('tribes', 0.0027139827)]"
1953,"[('labour', 0.002716173), ('husks', 0.0026101342), ('coconut', 0.0024597566), ('nayar', 0.0023675226)]"
1953,"[('journalists', 0.0059134434), ('scheduled', 0.0052136), ('castes', 0.004338962), ('resolution', 0.0042281393), ('karmarkar', 0.0030724325), ('commerce', 0.002977421), ('disputes', 0.0025091025)]"
1953,"[('importance', 0.0034911989), ('commerce', 0.003190027), ('monuments', 0.003154968), ('ancient', 0.0029883862), ('remains', 0.002221339)]"
1953,"[('scheduled', 0.0069307927), ('castes', 0.00507005), ('supplementary', 0.0045819655), ('commissioner', 0.0033235908), ('nayar', 0.003187029), ('expenditure', 0.0030725123)]"
1953,"[('banks', 0.0028083962), ('companies', 0.0024581745), ('problem', 0.0021418019), ('employment', 0.00183736), ('unemployment', 0.0018300955), ('might', 0.0017464162), ('banking', 0.0017187666)]"
1953,"[('salt', 0.013170227), ('cess', 0.003044876), ('labour', 0.0019799776), ('alagesan', 0.001969636), ('transport', 0.0017897607), ('katju', 0.0017675922)]"
1953,"[('detention', 0.007982894), ('preventive', 0.0042995787), ('violence', 0.0024881673), ('defence', 0.0018891118), ('advisory', 0.001608387)]"
1953,"[('workers', 0.0062821447), ('labour', 0.0059253406), ('disputes', 0.0035432433), ('retrenchment', 0.0033248411), ('employer', 0.0031364867), ('employers', 0.0028080798), ('compensation', 0.002782663), ('worker', 0.0022988694)]"
1953,"[('pakistan', 0.005146637), ('commerce', 0.0034956657), ('countries', 0.0031367636), ('aid', 0.0027699994), ('nations', 0.0027593144), ('united', 0.0027415806), ('situation', 0.0025374738), ('peace', 0.0023522752)]"
1953,"[('mills', 0.00470343), ('duty', 0.004353876), ('export', 0.0030043775), ('excise', 0.0028785996), ('handloom', 0.002863252), ('dhoties', 0.002783932), ('commerce', 0.0027004946), ('consumer', 0.0023616976)]"
1953,"[('parliament', 0.005477422), ('disqualification', 0.0024291228), ('transport', 0.002278855), ('offices', 0.0021731716), ('council', 0.0020944914)]"
1953,"[('handloom', 0.009513652), ('duty', 0.0049176207), ('mills', 0.004139224), ('dhoties', 0.0039926562), ('excise', 0.0036040437), ('mill', 0.0033463296)]"
1953,"[('service', 0.0032218732), ('handloom', 0.0029697411), ('worker', 0.0029111342)]"
1953,"[('dowry', 0.002978928), ('restraint', 0.0027687377), ('compensation', 0.0023415862)]"
1953,"[('workers', 0.0060693678), ('employees', 0.0046496615), ('exemption', 0.0034973093), ('labour', 0.0034917458), ('factories', 0.003212516)]"
1954,"[('passengers', 0.003332682), ('transport', 0.0031639757), ('pakistan', 0.0023755475), ('traffic', 0.0019233007), ('aid', 0.0019203615), ('class', 0.0018923382)]"
1954,"[('post', 0.0042576473), ('postal', 0.0030525348), ('posts', 0.0030409356), ('aviation', 0.0028628306), ('employees', 0.0027136274), ('offices', 0.0025251766)]"
1954,"[('managing', 0.0119436355), ('companies', 0.00776022), ('company', 0.007324511), ('fees', 0.0043244343), ('might', 0.003675405), ('provisions', 0.003245231)]"
1954,"[('class', 0.0020644146), ('das', 0.0020200147), ('passengers', 0.0019349485), ('pay', 0.0017494666)]"
1954,"[('chamber', 0.005191865), ('constitution', 0.003535481), ('council', 0.0024047396), ('upper', 0.0020961096)]"
1954,"[('managing', 0.0062717767), ('companies', 0.0051779775), ('company', 0.0039568446), ('evidence', 0.0021402906)]"
1954,"[('loans', 0.0030592377), ('loan', 0.002359518), ('director', 0.0020431601), ('enquiry', 0.0019391484), ('company', 0.0019026789), ('directors', 0.0018546832)]"
1954,"[('criminal', 0.006075248), ('police', 0.005467877), ('magistrate', 0.0053838985), ('accused', 0.0041596834), ('das', 0.0038217376), ('justice', 0.0032632607)]"
1954,"[('resolution', 0.006010926), ('training', 0.003577064), ('cadets', 0.002534395), ('deshmukh', 0.0023777636), ('arms', 0.0020900813)]"
1954,"[('oral', 0.0025343173), ('police', 0.0022446986), ('transport', 0.0021720422), ('khan', 0.0020017913), ('constitution', 0.0019434695)]"
1954,"[('accused', 0.0057363706), ('magistrate', 0.004655811), ('police', 0.004580449), ('criminal', 0.00448404), ('das', 0.0037419403)]"
1954,"[('cut', 0.005583445), ('motions', 0.0036201673), ('officers', 0.0021467877), ('class', 0.0017582966)]"
1954,"[('irrigation', 0.0035852545), ('scheduled', 0.0022929306), ('dam', 0.0022123633), ('expenditure', 0.002129797)]"
1954,"[('criminal', 0.005373848), ('accused', 0.004811898), ('police', 0.00478665), ('magistrate', 0.004044968), ('justice', 0.0031776964)]"
1954,"[('music', 0.004378889), ('broadcasting', 0.002919943), ('irrigation', 0.0027165348), ('oral', 0.0022932307)]"
1954,"[('criminal', 0.0038146055), ('accused', 0.003170662), ('artistes', 0.0026474223)]"
1954,"[('class', 0.0030695628), ('commerce', 0.0025138583), ('staff', 0.0024370553), ('karmarkar', 0.002181208), ('passengers', 0.0021714498)]"
1954,"[('transport', 0.004548257), ('road', 0.003459666), ('programmes', 0.0031547681), ('music', 0.0029366312), ('service', 0.0028134559), ('oral', 0.0024952479), ('radio', 0.0024524746)]"
1954,"[('rubber', 0.010322994), ('bilaspur', 0.006485844), ('tea', 0.003923546), ('himachal', 0.0024524163)]"
1954,"[('charges', 0.0065248073), ('sum', 0.006332221)]"
1954,"[('arms', 0.0056155124), ('oral', 0.0020267772), ('factory', 0.001989571), ('steel', 0.0017513282)]"
1954,"[('press', 0.017812366), ('atter', 0.0044791955), ('objectionable', 0.0043875724), ('freedom', 0.002925126), ('measure', 0.0024683946)]"
1954,"[('energy', 0.005924066), ('atomic', 0.0057642893), ('hindu', 0.003077581), ('united', 0.002464367), ('divorce', 0.0023910115)]"
1954,"[('press', 0.010900212), ('freedom', 0.003645784), ('measure', 0.0030645027), ('atter', 0.0028085469), ('objectionable', 0.0024942735), ('security', 0.0020884506)]"
1954,"[('divorce', 0.007062372), ('hindu', 0.006585563), ('society', 0.0037757298), ('measure', 0.0027492617), ('man', 0.0023615388), ('social', 0.0021960621), ('woman', 0.0021783672)]"
1954,"[('press', 0.0025218842), ('bombay', 0.0023668746), ('wakfs', 0.0022879886), ('alagesan', 0.0021742093), ('atter', 0.0021713707)]"
1954,"[('commerce', 0.006056548), ('industries', 0.0047024926), ('medical', 0.0043976074)]"
1954,"[('divorce', 0.0059891893), ('karmarkar', 0.0039212424), ('commerce', 0.0031895658), ('hindu', 0.0030836384), ('man', 0.0022426099), ('wife', 0.001963491)]"
1954,"[('pakistan', 0.005416255), ('agreement', 0.004974503), ('wages', 0.0037943227), ('atter', 0.0031835982), ('press', 0.0029709255), ('companies', 0.0027958446), ('deposits', 0.0027725124)]"
1954,"[('delimitation', 0.0060809893), ('constituencies', 0.0044251163), ('proposals', 0.003470834), ('constituency', 0.002625431), ('parliament', 0.0022510404), ('biswas', 0.0021612921)]"
1954,"[('industries', 0.006635363), ('capital', 0.0029388056), ('trade', 0.0023255695), ('commerce', 0.0021405723), ('oral', 0.0021122575)]"
1954,"[('parliament', 0.00400605), ('allowances', 0.0039866576), ('salary', 0.0021832273), ('allowance', 0.0020769897)]"
1954,"[('tragedy', 0.002726437), ('nath', 0.0023526824), ('narayan', 0.0021982228), ('mela', 0.0020115692), ('ram', 0.0019359885), ('uttar', 0.0016804563), ('progress', 0.0016800567), ('pandit', 0.0016111743)]"
